topology,scenario,k,delay,method,mean_mlu,p95_mlu,peak_mlu,overload_0p7,overload_0p9,mean_disturb,mean_decision_ms,sticky_applied_rate,recovery_time,delta_mean_pct,delta_p95_pct,delta_peak_pct,delta_disturb_pct,abl_delta_mean_vs_currapg_pct,abl_delta_p95_vs_currapg_pct,abl_delta_peak_vs_currapg_pct,n_steps
cernet,normal,10,2,phase1,1621.506927,2000.177738,2032.209396,40,11,0.000101,65.97,0.902,14,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,normal,10,2,current_apg,1636.899088,2037.124764,2067.103871,36,10,0.001462,67.63,0.882,14,+0.949,+1.847,+1.717,+1346.490,+0.000,+0.000,+0.000,51
cernet,normal,10,2,predictive,1637.491834,2037.124764,2067.103871,36,10,0.001412,67.55,0.882,14,+0.986,+1.847,+1.717,+1296.991,+0.036,+0.000,+0.000,51
cernet,normal,10,2,oracle,1637.414936,2037.124764,2067.103871,36,10,0.001048,68.09,0.902,14,+0.981,+1.847,+1.717,+936.662,+0.032,+0.000,+0.000,51
cernet,normal,20,0,phase1,1585.158727,2016.391773,2054.899242,31,10,0.002719,72.80,0.922,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,normal,20,0,current_apg,1589.904305,1996.511499,2034.603318,33,11,0.000735,71.39,0.961,1,+0.299,-0.986,-0.988,-72.971,+0.000,+0.000,+0.000,51
cernet,normal,20,0,predictive,1589.904305,1996.511499,2034.603318,33,11,0.000735,67.20,0.961,1,+0.299,-0.986,-0.988,-72.971,+0.000,+0.000,+0.000,51
cernet,normal,20,0,oracle,1586.002853,1996.511499,2034.603318,33,11,0.000981,66.61,0.961,1,+0.053,-0.986,-0.988,-63.923,-0.245,+0.000,+0.000,51
cernet,normal,20,1,phase1,1588.610614,2003.501318,2054.899242,32,9,0.002719,67.17,0.922,14,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,normal,20,1,current_apg,1587.711404,1984.146798,2034.603318,33,10,0.000735,66.74,0.961,14,-0.057,-0.966,-0.988,-72.971,+0.000,+0.000,+0.000,51
cernet,normal,20,1,predictive,1587.711404,1984.146798,2034.603318,33,10,0.000735,66.72,0.961,14,-0.057,-0.966,-0.988,-72.971,+0.000,+0.000,+0.000,51
cernet,normal,20,1,oracle,1584.977886,1984.146798,2034.603318,33,10,0.000981,67.06,0.961,14,-0.229,-0.966,-0.988,-63.923,-0.172,+0.000,+0.000,51
cernet,normal,20,2,phase1,1591.201861,1955.900667,1989.790874,42,12,0.003357,67.51,0.863,14,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,normal,20,2,current_apg,1590.623715,1964.271198,2001.469286,38,11,0.002787,67.17,0.902,13,-0.036,+0.428,+0.587,-16.984,+0.000,+0.000,+0.000,51
cernet,normal,20,2,predictive,1590.623715,1964.271198,2001.469286,38,11,0.002787,67.13,0.902,13,-0.036,+0.428,+0.587,-16.984,+0.000,+0.000,+0.000,51
cernet,normal,20,2,oracle,1590.623715,1964.271198,2001.469286,38,11,0.002820,67.32,0.902,13,-0.036,+0.428,+0.587,-16.002,+0.000,+0.000,+0.000,51
cernet,normal,40,0,phase1,1547.365062,1943.486065,1990.081598,32,10,0.008461,69.49,0.902,15,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,normal,40,0,current_apg,1548.997327,1949.848953,1997.728770,32,10,0.008558,69.47,0.922,15,+0.105,+0.327,+0.384,+1.140,+0.000,+0.000,+0.000,51
cernet,normal,40,0,predictive,1548.997327,1949.848953,1997.728770,32,10,0.008558,69.60,0.922,15,+0.105,+0.327,+0.384,+1.140,+0.000,+0.000,+0.000,51
cernet,normal,40,0,oracle,1549.661953,1949.848953,1997.728770,32,10,0.010911,70.07,0.863,15,+0.148,+0.327,+0.384,+28.956,+0.043,+0.000,+0.000,51
cernet,normal,40,1,phase1,1535.550449,1917.925807,1972.451107,33,9,0.008364,69.73,0.922,14,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,normal,40,1,current_apg,1539.870118,1944.479887,2011.183270,31,8,0.004785,69.24,0.922,14,+0.281,+1.385,+1.964,-42.794,+0.000,+0.000,+0.000,51
cernet,normal,40,1,predictive,1539.870118,1944.479887,2011.183270,31,8,0.004785,69.15,0.922,14,+0.281,+1.385,+1.964,-42.794,+0.000,+0.000,+0.000,51
cernet,normal,40,1,oracle,1539.870118,1944.479887,2011.183270,31,8,0.004785,69.18,0.922,14,+0.281,+1.385,+1.964,-42.794,+0.000,+0.000,+0.000,51
cernet,normal,40,2,phase1,1532.949728,1909.693070,1945.495122,35,11,0.008364,69.78,0.922,13,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,normal,40,2,current_apg,1537.002692,1935.610419,1977.881859,33,9,0.004785,69.37,0.922,13,+0.264,+1.357,+1.665,-42.794,+0.000,+0.000,+0.000,51
cernet,normal,40,2,predictive,1537.002692,1935.610419,1977.881859,33,9,0.004785,69.37,0.922,13,+0.264,+1.357,+1.665,-42.794,+0.000,+0.000,+0.000,51
cernet,normal,40,2,oracle,1537.002692,1935.610419,1977.881859,33,9,0.004785,69.42,0.922,13,+0.264,+1.357,+1.665,-42.794,+0.000,+0.000,+0.000,51
cernet,spike_2x,10,0,phase1,1649.495089,2070.833721,2107.620130,33,11,0.001604,64.12,0.784,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,spike_2x,10,0,current_apg,1657.543732,2099.599669,2127.748461,32,10,0.002796,66.40,0.824,1,+0.488,+1.389,+0.955,+74.311,+0.000,+0.000,+0.000,51
cernet,spike_2x,10,0,predictive,1657.543732,2099.599669,2127.748461,32,10,0.002796,66.44,0.824,1,+0.488,+1.389,+0.955,+74.311,+0.000,+0.000,+0.000,51
cernet,spike_2x,10,0,oracle,1656.101447,2099.599669,2127.748461,32,10,0.002660,66.27,0.824,1,+0.401,+1.389,+0.955,+65.818,-0.087,+0.000,+0.000,51
cernet,spike_2x,10,1,phase1,1627.570404,2026.872838,2062.963490,35,10,0.000180,64.15,0.902,14,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,spike_2x,10,1,current_apg,1639.513016,2047.360891,2102.181249,33,10,0.001871,66.15,0.882,15,+0.734,+1.011,+1.901,+940.329,+0.000,+0.000,+0.000,51
cernet,spike_2x,10,1,predictive,1639.905320,2047.360891,2102.181249,33,10,0.001821,66.16,0.882,15,+0.758,+1.011,+1.901,+912.509,+0.024,+0.000,+0.000,51
cernet,spike_2x,10,1,oracle,1639.974345,2047.360891,2102.181249,33,10,0.001457,67.23,0.902,15,+0.762,+1.011,+1.901,+709.989,+0.028,+0.000,+0.000,51
cernet,spike_2x,10,2,phase1,1624.649358,2008.939509,2044.603007,37,12,0.000180,64.33,0.902,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,spike_2x,10,2,current_apg,1636.899088,2037.124764,2067.103871,36,10,0.001871,66.21,0.882,14,+0.754,+1.403,+1.101,+940.329,+0.000,+0.000,+0.000,51
cernet,spike_2x,10,2,predictive,1637.491834,2037.124764,2067.103871,36,10,0.001821,66.01,0.882,14,+0.790,+1.403,+1.101,+912.509,+0.036,+0.000,+0.000,51
cernet,spike_2x,10,2,oracle,1637.414936,2037.124764,2067.103871,36,10,0.001457,66.07,0.902,14,+0.786,+1.403,+1.101,+709.989,+0.032,+0.000,+0.000,51
cernet,spike_2x,20,0,phase1,1597.267297,1988.672969,2009.498644,36,12,0.003482,68.71,0.863,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,spike_2x,20,0,current_apg,1598.578374,1997.329564,2011.183270,35,12,0.002841,71.84,0.902,1,+0.082,+0.435,+0.084,-18.403,+0.000,+0.000,+0.000,51
cernet,spike_2x,20,0,predictive,1598.578374,1997.329564,2011.183270,35,12,0.002841,67.94,0.902,1,+0.082,+0.435,+0.084,-18.403,+0.000,+0.000,+0.000,51
cernet,spike_2x,20,0,oracle,1598.578374,1997.329564,2011.183270,35,12,0.002841,68.19,0.902,1,+0.082,+0.435,+0.084,-18.403,+0.000,+0.000,+0.000,51
cernet,spike_2x,20,1,phase1,1595.045168,2016.391773,2054.899242,32,10,0.002812,67.86,0.922,14,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,spike_2x,20,1,current_apg,1590.456534,1996.511499,2034.603318,33,10,0.000804,67.69,0.961,14,-0.288,-0.986,-0.988,-71.419,+0.000,+0.000,+0.000,51
cernet,spike_2x,20,1,predictive,1590.456534,1996.511499,2034.603318,33,10,0.000804,67.37,0.961,14,-0.288,-0.986,-0.988,-71.419,+0.000,+0.000,+0.000,51
cernet,spike_2x,20,1,oracle,1588.946564,1996.511499,2034.603318,33,10,0.001082,67.54,0.961,14,-0.382,-0.986,-0.988,-61.537,-0.095,+0.000,+0.000,51
cernet,spike_2x,20,2,phase1,1592.373781,2006.873389,2019.410710,34,12,0.002812,68.95,0.922,13,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,spike_2x,20,2,current_apg,1587.544229,1980.331475,2005.942567,35,12,0.000804,68.34,0.961,1,-0.303,-1.323,-0.667,-71.419,+0.000,+0.000,+0.000,51
cernet,spike_2x,20,2,predictive,1587.544229,1980.331475,2005.942567,35,12,0.000804,68.27,0.961,1,-0.303,-1.323,-0.667,-71.419,+0.000,+0.000,+0.000,51
cernet,spike_2x,20,2,oracle,1586.056335,1980.972737,2019.458723,33,11,0.001082,68.42,0.961,1,-0.397,-1.291,+0.002,-61.537,-0.094,+0.032,+0.674,51
cernet,spike_2x,40,0,phase1,1534.280310,1932.345237,1948.571160,34,12,0.007096,71.12,0.902,15,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,spike_2x,40,0,current_apg,1554.475705,1971.008531,1999.749820,32,11,0.007560,70.79,0.843,1,+1.316,+2.001,+2.626,+6.541,+0.000,+0.000,+0.000,51
cernet,spike_2x,40,0,predictive,1554.221467,1971.008531,1999.749820,32,11,0.008189,70.74,0.824,1,+1.300,+2.001,+2.626,+15.407,-0.016,+0.000,+0.000,51
cernet,spike_2x,40,0,oracle,1554.221467,1971.008531,1999.749820,32,11,0.008164,70.63,0.824,1,+1.300,+2.001,+2.626,+15.047,-0.016,+0.000,+0.000,51
cernet,spike_2x,40,1,phase1,1561.197905,1963.415242,2012.071646,33,10,0.009556,71.02,0.902,14,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,spike_2x,40,1,current_apg,1561.246518,1950.946072,2012.335912,33,9,0.008447,71.34,0.922,14,+0.003,-0.635,+0.013,-11.602,+0.000,+0.000,+0.000,51
cernet,spike_2x,40,1,predictive,1561.246518,1950.946072,2012.335912,33,9,0.008447,70.91,0.922,14,+0.003,-0.635,+0.013,-11.602,+0.000,+0.000,+0.000,51
cernet,spike_2x,40,1,oracle,1561.246518,1950.946072,2012.335912,33,9,0.008447,71.05,0.922,14,+0.003,-0.635,+0.013,-11.602,+0.000,+0.000,+0.000,51
cernet,spike_2x,40,2,phase1,1558.761111,1967.478181,1987.341431,34,11,0.009556,70.87,0.902,13,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,spike_2x,40,2,current_apg,1559.227608,1940.702856,1990.814320,33,11,0.008447,70.88,0.922,13,+0.030,-1.361,+0.175,-11.602,+0.000,+0.000,+0.000,51
cernet,spike_2x,40,2,predictive,1559.227608,1940.702856,1990.814320,33,11,0.008447,70.92,0.922,13,+0.030,-1.361,+0.175,-11.602,+0.000,+0.000,+0.000,51
cernet,spike_2x,40,2,oracle,1559.227608,1940.702856,1990.814320,33,11,0.008447,71.03,0.922,13,+0.030,-1.361,+0.175,-11.602,+0.000,+0.000,+0.000,51
cernet,ramp_up,10,0,phase1,1650.069280,2026.872838,2062.963490,37,12,0.000797,65.13,0.902,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,ramp_up,10,0,current_apg,1673.499209,2061.341207,2102.181249,35,12,0.001922,68.04,0.902,1,+1.420,+1.701,+1.901,+141.074,+0.000,+0.000,+0.000,51
cernet,ramp_up,10,0,predictive,1673.499209,2061.341207,2102.181249,35,12,0.001922,67.76,0.902,1,+1.420,+1.701,+1.901,+141.074,+0.000,+0.000,+0.000,51
cernet,ramp_up,10,0,oracle,1673.499209,2061.341207,2102.181249,35,12,0.001922,67.54,0.902,1,+1.420,+1.701,+1.901,+141.074,+0.000,+0.000,+0.000,51
cernet,ramp_up,10,1,phase1,1682.282541,2059.857679,2107.620130,37,12,0.001903,64.59,0.804,14,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,ramp_up,10,1,current_apg,1686.860237,2094.767882,2144.369318,34,11,0.002478,68.02,0.863,14,+0.272,+1.695,+1.744,+30.179,+0.000,+0.000,+0.000,51
cernet,ramp_up,10,1,predictive,1686.860237,2094.767882,2144.369318,34,11,0.002478,67.87,0.863,14,+0.272,+1.695,+1.744,+30.179,+0.000,+0.000,+0.000,51
cernet,ramp_up,10,1,oracle,1686.860237,2094.767882,2144.369318,34,11,0.002478,69.99,0.863,14,+0.272,+1.695,+1.744,+30.179,+0.000,+0.000,+0.000,51
cernet,ramp_up,10,2,phase1,1650.807146,2001.632116,2032.209396,45,14,0.000797,65.83,0.902,13,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,ramp_up,10,2,current_apg,1674.804623,2039.431817,2067.103871,43,15,0.001922,67.32,0.902,13,+1.454,+1.888,+1.717,+141.074,+0.000,+0.000,+0.000,51
cernet,ramp_up,10,2,predictive,1674.804623,2039.431817,2067.103871,43,15,0.001922,67.36,0.902,13,+1.454,+1.888,+1.717,+141.074,+0.000,+0.000,+0.000,51
cernet,ramp_up,10,2,oracle,1674.804623,2039.431817,2067.103871,43,15,0.001922,67.39,0.902,13,+1.454,+1.888,+1.717,+141.074,+0.000,+0.000,+0.000,51
cernet,ramp_up,20,0,phase1,1621.945354,1975.743496,2009.498644,45,12,0.001441,69.22,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,ramp_up,20,0,current_apg,1624.715138,1983.911824,2011.183270,42,13,0.004353,68.98,0.961,1,+0.171,+0.413,+0.084,+202.039,+0.000,+0.000,+0.000,51
cernet,ramp_up,20,0,predictive,1624.715138,1983.911824,2011.183270,42,13,0.004353,69.16,0.961,1,+0.171,+0.413,+0.084,+202.039,+0.000,+0.000,+0.000,51
cernet,ramp_up,20,0,oracle,1624.715138,1983.911824,2011.183270,42,13,0.004353,69.00,0.961,1,+0.171,+0.413,+0.084,+202.039,+0.000,+0.000,+0.000,51
cernet,ramp_up,20,1,phase1,1627.170193,1967.246250,2021.723127,43,13,0.001441,69.24,0.980,14,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,ramp_up,20,1,current_apg,1632.795372,1978.475526,2039.525363,39,13,0.004353,69.74,0.961,14,+0.346,+0.571,+0.881,+202.039,+0.000,+0.000,+0.000,51
cernet,ramp_up,20,1,predictive,1632.795372,1978.475526,2039.525363,39,13,0.004353,69.46,0.961,14,+0.346,+0.571,+0.881,+202.039,+0.000,+0.000,+0.000,51
cernet,ramp_up,20,1,oracle,1632.795372,1978.475526,2039.525363,39,13,0.004353,69.18,0.961,14,+0.346,+0.571,+0.881,+202.039,+0.000,+0.000,+0.000,51
cernet,ramp_up,20,2,phase1,1632.787201,1997.046684,2019.410710,42,13,0.005033,68.80,0.922,13,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,ramp_up,20,2,current_apg,1623.723942,1975.152176,2002.242523,43,14,0.002008,68.85,0.961,13,-0.555,-1.096,-0.850,-60.108,+0.000,+0.000,+0.000,51
cernet,ramp_up,20,2,predictive,1623.723942,1975.152176,2002.242523,43,14,0.002008,68.78,0.961,13,-0.555,-1.096,-0.850,-60.108,+0.000,+0.000,+0.000,51
cernet,ramp_up,20,2,oracle,1626.554711,1975.152176,2002.242523,43,14,0.004311,68.72,0.961,13,-0.382,-1.096,-0.850,-14.346,+0.174,+0.000,+0.000,51
cernet,ramp_up,40,0,phase1,1587.988577,1943.486065,1990.081598,39,11,0.009475,71.31,0.941,15,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,ramp_up,40,0,current_apg,1591.271973,1949.848953,1997.728770,39,11,0.012272,71.05,0.902,15,+0.207,+0.327,+0.384,+29.522,+0.000,+0.000,+0.000,51
cernet,ramp_up,40,0,predictive,1591.271973,1949.848953,1997.728770,39,11,0.012272,70.88,0.902,15,+0.207,+0.327,+0.384,+29.522,+0.000,+0.000,+0.000,51
cernet,ramp_up,40,0,oracle,1591.271973,1949.848953,1997.728770,39,11,0.014672,86.44,0.902,15,+0.207,+0.327,+0.384,+54.854,+0.000,+0.000,+0.000,51
cernet,ramp_up,40,1,phase1,1581.474545,1918.186612,1972.451107,40,12,0.005542,73.96,0.961,14,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,ramp_up,40,1,current_apg,1591.462259,1945.934265,2011.183270,36,11,0.005972,73.28,0.922,14,+0.632,+1.447,+1.964,+7.763,+0.000,+0.000,+0.000,51
cernet,ramp_up,40,1,predictive,1591.462259,1945.934265,2011.183270,36,11,0.005972,72.53,0.922,14,+0.632,+1.447,+1.964,+7.763,+0.000,+0.000,+0.000,51
cernet,ramp_up,40,1,oracle,1592.986793,1945.934265,2011.183270,37,11,0.005155,72.76,0.922,14,+0.728,+1.447,+1.964,-6.985,+0.096,+0.000,+0.000,51
cernet,ramp_up,40,2,phase1,1581.485730,1913.697297,1945.495122,44,13,0.005542,72.32,0.961,13,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,ramp_up,40,2,current_apg,1591.236613,1937.090871,1977.881859,41,13,0.005972,71.90,0.922,13,+0.617,+1.222,+1.665,+7.763,+0.000,+0.000,+0.000,51
cernet,ramp_up,40,2,predictive,1591.236613,1937.090871,1977.881859,41,13,0.005972,70.40,0.922,13,+0.617,+1.222,+1.665,+7.763,+0.000,+0.000,+0.000,51
cernet,ramp_up,40,2,oracle,1593.216449,1937.090871,1977.881859,41,13,0.005155,70.44,0.922,13,+0.742,+1.222,+1.665,-6.985,+0.124,+0.000,+0.000,51
cernet,flash_crowd,10,0,phase1,1654.692536,2070.833721,2107.620130,33,13,0.001816,65.19,0.765,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,flash_crowd,10,0,current_apg,1665.157309,2099.599669,2127.748461,32,13,0.002609,67.64,0.824,1,+0.632,+1.389,+0.955,+43.652,+0.000,+0.000,+0.000,51
cernet,flash_crowd,10,0,predictive,1665.303914,2099.599669,2127.748461,32,13,0.002291,67.44,0.843,1,+0.641,+1.389,+0.955,+26.127,+0.009,+0.000,+0.000,51
cernet,flash_crowd,10,0,oracle,1663.861628,2099.599669,2127.748461,32,13,0.002399,67.42,0.843,1,+0.554,+1.389,+0.955,+32.100,-0.078,+0.000,+0.000,51
cernet,flash_crowd,10,1,phase1,1629.152627,2012.774508,2062.963490,35,12,0.000101,64.80,0.902,14,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,flash_crowd,10,1,current_apg,1649.034097,2047.360891,2102.181249,33,12,0.002346,67.14,0.843,15,+1.220,+1.718,+1.901,+2220.737,+0.000,+0.000,+0.000,51
cernet,flash_crowd,10,1,predictive,1644.083152,2047.360891,2102.181249,32,12,0.001931,64.93,0.863,15,+0.916,+1.718,+1.901,+1810.699,-0.300,+0.000,+0.000,51
cernet,flash_crowd,10,1,oracle,1644.083152,2047.360891,2102.181249,32,12,0.001931,64.98,0.863,15,+0.916,+1.718,+1.901,+1810.699,-0.300,+0.000,+0.000,51
cernet,flash_crowd,10,2,phase1,1625.590523,2000.177738,2032.209396,40,13,0.000101,64.97,0.902,14,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,flash_crowd,10,2,current_apg,1647.534552,2037.124764,2067.103871,36,13,0.002346,67.29,0.843,14,+1.350,+1.847,+1.717,+2220.737,+0.000,+0.000,+0.000,51
cernet,flash_crowd,10,2,predictive,1641.536816,2037.124764,2067.103871,34,13,0.001931,65.60,0.863,14,+0.981,+1.847,+1.717,+1810.699,-0.364,+0.000,+0.000,51
cernet,flash_crowd,10,2,oracle,1641.536816,2037.124764,2067.103871,34,13,0.001931,65.35,0.863,14,+0.981,+1.847,+1.717,+1810.699,-0.364,+0.000,+0.000,51
cernet,flash_crowd,20,0,phase1,1596.320358,1975.743496,2009.498644,36,13,0.003357,69.26,0.863,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,flash_crowd,20,0,current_apg,1596.035237,1983.911824,2011.183270,35,13,0.002783,70.29,0.902,1,-0.018,+0.413,+0.084,-17.122,+0.000,+0.000,+0.000,51
cernet,flash_crowd,20,0,predictive,1596.035237,1983.911824,2011.183270,35,13,0.002783,67.88,0.902,1,-0.018,+0.413,+0.084,-17.122,+0.000,+0.000,+0.000,51
cernet,flash_crowd,20,0,oracle,1596.035237,1983.911824,2011.183270,35,13,0.002783,67.81,0.902,1,-0.018,+0.413,+0.084,-17.122,+0.000,+0.000,+0.000,51
cernet,flash_crowd,20,1,phase1,1593.186159,2003.501318,2054.899242,32,12,0.002718,68.10,0.922,14,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,flash_crowd,20,1,current_apg,1592.286950,1984.146798,2034.603318,33,12,0.000735,67.97,0.961,14,-0.056,-0.966,-0.988,-72.953,+0.000,+0.000,+0.000,51
cernet,flash_crowd,20,1,predictive,1592.286950,1984.146798,2034.603318,33,12,0.000735,68.32,0.961,14,-0.056,-0.966,-0.988,-72.953,+0.000,+0.000,+0.000,51
cernet,flash_crowd,20,1,oracle,1589.553432,1984.146798,2034.603318,33,12,0.000981,67.95,0.961,14,-0.228,-0.966,-0.988,-63.899,-0.172,+0.000,+0.000,51
cernet,flash_crowd,20,2,phase1,1594.342220,1955.900667,1989.790874,42,13,0.003357,68.36,0.863,14,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,flash_crowd,20,2,current_apg,1594.617394,1964.271198,2001.469286,38,13,0.002783,68.41,0.902,13,+0.017,+0.428,+0.587,-17.122,+0.000,+0.000,+0.000,51
cernet,flash_crowd,20,2,predictive,1594.617394,1964.271198,2001.469286,38,13,0.002783,68.47,0.902,13,+0.017,+0.428,+0.587,-17.122,+0.000,+0.000,+0.000,51
cernet,flash_crowd,20,2,oracle,1594.617394,1964.271198,2001.469286,38,13,0.002816,68.35,0.902,13,+0.017,+0.428,+0.587,-16.139,+0.000,+0.000,+0.000,51
cernet,flash_crowd,40,0,phase1,1530.664251,1924.826500,1948.571160,34,11,0.008066,71.02,0.863,15,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,flash_crowd,40,0,current_apg,1547.413159,1955.633756,1999.749820,32,10,0.009193,71.09,0.804,1,+1.094,+1.601,+2.626,+13.963,+0.000,+0.000,+0.000,51
cernet,flash_crowd,40,0,predictive,1547.158921,1955.633756,1999.749820,32,10,0.009822,71.13,0.784,1,+1.078,+1.601,+2.626,+21.763,-0.016,+0.000,+0.000,51
cernet,flash_crowd,40,0,oracle,1547.158921,1955.633756,1999.749820,32,10,0.009796,71.20,0.784,1,+1.078,+1.601,+2.626,+21.446,-0.016,+0.000,+0.000,51
cernet,flash_crowd,40,1,phase1,1538.175894,1917.925807,1972.451107,34,10,0.008066,70.93,0.863,14,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,flash_crowd,40,1,current_apg,1553.336446,1944.479887,2011.183270,33,9,0.009193,71.10,0.804,14,+0.986,+1.385,+1.964,+13.963,+0.000,+0.000,+0.000,51
cernet,flash_crowd,40,1,predictive,1553.336446,1944.479887,2011.183270,33,9,0.009193,71.33,0.804,14,+0.986,+1.385,+1.964,+13.963,+0.000,+0.000,+0.000,51
cernet,flash_crowd,40,1,oracle,1553.105855,1944.479887,2011.183270,33,9,0.009796,71.56,0.784,14,+0.971,+1.385,+1.964,+21.446,-0.015,+0.000,+0.000,51
cernet,flash_crowd,40,2,phase1,1536.790861,1909.693070,1945.495122,35,13,0.008066,71.01,0.863,14,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
cernet,flash_crowd,40,2,current_apg,1552.415403,1935.610419,1977.881859,34,11,0.009193,71.01,0.804,14,+1.017,+1.357,+1.665,+13.963,+0.000,+0.000,+0.000,51
cernet,flash_crowd,40,2,predictive,1552.073567,1935.610419,1977.881859,34,11,0.009822,71.02,0.784,14,+0.994,+1.357,+1.665,+21.763,-0.022,+0.000,+0.000,51
cernet,flash_crowd,40,2,oracle,1552.126741,1935.610419,1977.881859,34,11,0.009796,71.14,0.784,14,+0.998,+1.357,+1.665,+21.446,-0.019,+0.000,+0.000,51
ebone,normal,10,0,phase1,360.620899,433.954533,438.528141,51,15,0.001665,52.06,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,normal,10,0,current_apg,360.620899,433.954533,438.528141,51,15,0.002786,51.37,0.980,1,-0.000,-0.000,+0.000,+67.326,+0.000,+0.000,+0.000,51
ebone,normal,10,0,predictive,360.620899,433.954533,438.528141,51,15,0.002786,51.21,0.980,1,-0.000,-0.000,+0.000,+67.326,+0.000,+0.000,+0.000,51
ebone,normal,10,0,oracle,360.620899,433.954533,438.528141,51,15,0.002786,55.06,0.980,1,-0.000,-0.000,+0.000,+67.326,+0.000,+0.000,+0.000,51
ebone,normal,10,1,phase1,363.392904,435.232964,442.641256,51,13,0.004050,51.63,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,normal,10,1,current_apg,363.392904,435.232964,442.641256,51,13,0.004050,50.14,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,normal,10,1,predictive,363.392904,435.232964,442.641256,51,13,0.004050,50.17,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,normal,10,1,oracle,363.392904,435.232964,442.641256,51,13,0.004050,50.20,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,normal,10,2,phase1,362.727318,436.341123,447.042047,51,11,0.001665,52.85,0.980,15,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,normal,10,2,current_apg,362.725093,436.341123,447.042047,51,11,0.002786,58.00,0.980,15,-0.001,+0.000,+0.000,+67.326,+0.000,+0.000,+0.000,51
ebone,normal,10,2,predictive,362.725093,436.341123,447.042047,51,11,0.002786,68.35,0.980,15,-0.001,+0.000,+0.000,+67.326,+0.000,+0.000,+0.000,51
ebone,normal,10,2,oracle,362.725093,436.341123,447.042047,51,11,0.002786,53.41,0.980,15,-0.001,+0.000,+0.000,+67.326,+0.000,+0.000,+0.000,51
ebone,normal,20,0,phase1,360.620899,433.954533,438.528141,51,15,0.009094,50.46,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,normal,20,0,current_apg,360.620899,433.954533,438.528141,51,15,0.008915,50.67,0.980,1,+0.000,-0.000,+0.000,-1.968,+0.000,+0.000,+0.000,51
ebone,normal,20,0,predictive,360.620899,433.954533,438.528141,51,15,0.014217,50.51,0.980,1,+0.000,+0.000,+0.000,+56.334,-0.000,+0.000,-0.000,51
